MAL_ID,Name,Score,Genres,English name,,Type,Episodes,Aired,Premiered,,,Studios,Source,,Rating,Ranked,Popularity,,Favorites,Watching,Completed,,Dropped
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",Mysterious Play,,TV,52,"Apr 6, 1995 to Mar 28, 1996",Spring 1995,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,1172,1434,,2277,5124,53674,,5964
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",Mysterious Play:Eikoden,,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,4189,4101,,69,257,11630,,218
125,Futakoi,6.49,"Comedy, Romance, School",Twin Love,,TV,13,"Oct 6, 2004 to Dec 29, 2004",Fall 2004,,,Telecom Animation Film,Original,,PG-13 - Teens 13 or older,5946,2900,,22,1052,19836,,1485
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",Unknown,,TV,13,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,,,"ufotable, feel., Studio Flag",Original,,PG-13 - Teens 13 or older,3968,3071,,71,1073,13965,,1565
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",Unknown,,TV,24,"Apr 3, 2000 to Sep 18, 2000",Spring 2000,,,Gonzo,Game,,PG-13 - Teens 13 or older,3767,3717,,59,726,11013,,1182
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",Unknown,,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,,,Gonzo,Game,,PG-13 - Teens 13 or older,4489,5026,,23,216,5904,,273
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,,TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,,,Studio Pierrot,Manga,,R - 17+ (violence & profanity),1315,2359,,833,2628,22100,,3069
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,,TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,1858,3071,,116,1224,15616,,1189
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Gunlock,,TV,26,"Apr 2, 2004 to Sep 24, 2004",Spring 2004,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,1840,3724,,51,728,10446,,519
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,,TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,,,Studio Deen,Manga,,PG-13 - Teens 13 or older,1249,1339,,911,5642,55921,,7436
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,,,Studio Matrix,Visual novel,,R+ - Mild Nudity,7303,1333,,263,2671,79017,,5446
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,,,Madhouse,Manga,,R - 17+ (violence & profanity),1821,920,,1140,6742,82948,,8160
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,400,1287,,2186,5480,62705,,6700
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,,,Nippon Animation,Manga,,PG-13 - Teens 13 or older,143,319,,9525,28061,260968,,15100
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",Unknown,,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,,,Nippon Animation,Manga,,PG-13 - Teens 13 or older,205,1375,,408,2115,80683,,776
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,,,Nippon Animation,Manga,,PG-13 - Teens 13 or older,299,1244,,318,2256,98042,,802
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,,,Nippon Animation,Manga,,PG-13 - Teens 13 or older,230,1288,,268,2091,92109,,750
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",Jinki:Extend,,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,,,feel.,Manga,,R - 17+ (violence & profanity),7618,4923,,10,420,4784,,699
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",Unknown,,TV,44,"Feb 13, 1999 to Jan 29, 2000",Winter 1999,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,1746,2363,,499,1518,32304,,1977
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",Destiny of the Shrine Maiden,,TV,12,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,,,TNK,Manga,,PG-13 - Teens 13 or older,4169,2000,,767,2269,33411,,2994
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",Unknown,,TV,13,"Jan 31, 2002 to Mar 28, 2002",Winter 2002,,,Toei Animation,Visual novel,,G - All Ages,3174,2105,,248,1418,32662,,2522
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",His and Her Circumstances,,TV,26,"Oct 2, 1998 to Mar 26, 1999",Fall 1998,,,"Gainax, J.C.Staff",Manga,,PG-13 - Teens 13 or older,1254,875,,2188,11136,75368,,7994
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",This Ugly Yet Beautiful World,,TV,12,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,,,"Gainax, Shaft",Original,,R+ - Mild Nudity,4625,2145,,178,1995,33816,,2381
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",Rumbling Hearts,,TV,14,"Oct 5, 2003 to Jan 4, 2004",Fall 2003,,,Studio Fantasia,Visual novel,,R+ - Mild Nudity,2604,1187,,1072,3792,75846,,4458
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",Diamond Daydreams,,TV,12,"Jan 20, 2004 to Apr 5, 2004",Winter 2004,,,Studio Deen,Visual novel,,PG-13 - Teens 13 or older,5305,5411,,9,345,2781,,418
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,,TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,,,J.C.Staff,Manga,,PG-13 - Teens 13 or older,4203,1215,,1632,4134,81173,,8783
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,,,Production I.G,Original,,R - 17+ (violence & profanity),1116,431,,4623,17892,163002,,20329
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",Unknown,,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Unknown,,,"Gainax, Toei Animation",Manga,,R+ - Mild Nudity,3130,3430,,133,914,10939,,534
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",Unknown,,TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,,,Gonzo,Original,,R - 17+ (violence & profanity),2447,3233,,124,1098,13419,,1473
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,,TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,,,Studio Pierrot,Novel,,PG-13 - Teens 13 or older,464,1266,,2261,6948,41705,,4897
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,,TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,,,Xebec,Manga,,PG-13 - Teens 13 or older,853,477,,3672,11999,208822,,13069
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",X - The Movie,,Movie,1,3-Aug-96,Unknown,,,Madhouse,Manga,,R - 17+ (violence & profanity),5420,2904,,128,454,22871,,351
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,,TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,,,Madhouse,Manga,,R+ - Mild Nudity,1804,1818,,796,2710,39454,,3006
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,,,Xebec,Manga,,PG-13 - Teens 13 or older,3708,1208,,601,5607,74264,,7468
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,,,Studio Deen,Light novel,,PG-13 - Teens 13 or older,2178,2170,,663,2234,22274,,2716
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,,TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,,,"Gainax, J.C.Staff",Manga,,PG-13 - Teens 13 or older,6657,3975,,43,785,6788,,1212
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",,TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,,,AIC,Original,,R - 17+ (violence & profanity),1140,1309,,1018,4451,39741,,2434
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,,TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,,,Gonzo,Manga,,R - 17+ (violence & profanity),2186,2251,,307,2172,26653,,2148
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,,TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,,,Madhouse,Manga,,G - All Ages,3863,3626,,104,743,11980,,1557
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",Unknown,,TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,,,Studio Pierrot,Game,,PG - Children,6015,5874,,20,196,4024,,447
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Princess Mononoke,,Movie,1,12-Jul-97,Unknown,,,Studio Ghibli,Original,,PG-13 - Teens 13 or older,40,91,,17114,11422,735624,,1386
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,,TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,,,Bones,Original,,PG-13 - Teens 13 or older,1820,1395,,949,4101,46207,,4203
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,,TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,,,Gonzo,Other,,PG-13 - Teens 13 or older,1646,1295,,744,4453,67372,,4474
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,,TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,,,Bones,Light novel,,PG-13 - Teens 13 or older,1861,1637,,433,3417,42524,,3269
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,,TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,,,Sunrise,Original,,PG-13 - Teens 13 or older,1969,1787,,673,2428,44099,,2840
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,,TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,,,J.C.Staff,Visual novel,,R - 17+ (violence & profanity),3970,1086,,654,5080,77659,,4104
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,,TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,92,728,,5471,15530,108713,,7862
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",Unknown,,TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,,,Hal Film Maker,Original,,PG - Children,6634,7014,,7,180,1487,,205
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",Unknown,,TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,,,Studio Deen,Manga,,PG-13 - Teens 13 or older,2668,2670,,184,2144,15626,,2272
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,,TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,,,Madhouse,Manga,,R - 17+ (violence & profanity),3911,934,,647,7266,100783,,8559
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,,TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,,,Studio Pierrot,Manga,,PG-13 - Teens 13 or older,5230,3254,,41,1335,13386,,1740
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",Unknown,,OVA,4,"Jul 24, 2003 to Dec 26, 2003",Unknown,,,Seven Arcs,Visual novel,,PG-13 - Teens 13 or older,7381,5991,,6,192,3163,,193
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,,,Bee Train,Manga,,PG-13 - Teens 13 or older,1437,759,,2284,9373,106909,,11986
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,,TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,,,Production Reed,Manga,,G - All Ages,2871,3103,,141,1221,15384,,1595
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",Unknown,,OVA,1,6-Aug-02,Unknown,,,Production Reed,Unknown,,G - All Ages,4978,6509,,4,76,3304,,70
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,,,Gonzo,Original,,PG-13 - Teens 13 or older,2723,1771,,436,2047,53218,,2410
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Unknown,,TV,13,"Oct 5, 2001 to Jan 18, 2002",Fall 2001,,,Gonzo,Original,,PG-13 - Teens 13 or older,1850,2326,,117,807,40117,,601
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,,TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,,,Sunrise,Original,,PG-13 - Teens 13 or older,1037,1157,,2086,4987,70674,,4211
183,Whistle!,7.39,"School, Shounen, Sports",Unknown,,TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,,,Studio Comet,Manga,,G - All Ages,1939,4545,,73,542,7300,,603
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,,,Toei Animation,Game,,PG-13 - Teens 13 or older,6577,3838,,46,637,9556,,1200
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,,TV,26,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,,,"Gallop, Studio Comet",Manga,,PG-13 - Teens 13 or older,231,638,,6949,14291,148516,,4915
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,,TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,,,Pastel,Manga,,PG-13 - Teens 13 or older,391,1095,,691,3055,114742,,751
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,,Movie,1,13-Jan-01,Unknown,,,Studio Deen,Manga,,PG-13 - Teens 13 or older,689,1270,,469,1340,98309,,348
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",Masquerade,,OVA,4,"Sep 25, 1998 to Mar 25, 1999",Unknown,,,Unknown,Original,,Rx - Hentai,Unknown,8469,,4,148,1072,,122
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,,TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,,,Xebec,Manga,,PG-13 - Teens 13 or older,3037,645,,1584,7492,154064,,11599
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,,OVA,3,"Jan 26, 2002 to Mar 27, 2002",Unknown,,,Xebec,Manga,,PG-13 - Teens 13 or older,2581,1715,,95,771,66654,,456
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,,Special,1,25-Dec-00,Unknown,,,Xebec,Manga,,PG-13 - Teens 13 or older,2174,2177,,49,353,47981,,168
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,,Special,1,2-Apr-01,Unknown,,,Xebec,Unknown,,PG-13 - Teens 13 or older,2731,2307,,23,369,42726,,182
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,,TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,,,J.C.Staff,Light novel,,R+ - Mild Nudity,4444,1583,,259,3675,58233,,4208
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Unknown,,,Satelight,Original,,R+ - Mild Nudity,1438,2809,,125,896,22070,,438
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,,TV,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,,,Daume,Original,,PG-13 - Teens 13 or older,2877,1008,,926,3832,109656,,4175
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,,TV,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,,,Daume,Original,,PG-13 - Teens 13 or older,4123,1699,,192,1717,60488,,2083
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",Unknown,,TV,24,"Apr 3, 2002 to Dec 22, 2002",Spring 2002,,,"Madhouse, Imagin",Manga,,R+ - Mild Nudity,5608,3495,,51,959,12205,,1638
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,,TV,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,,,Gonzo,Original,,R+ - Mild Nudity,2105,1458,,602,4968,41984,,4861
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Spirited Away,,Movie,1,20-Jul-01,Unknown,,,Studio Ghibli,Original,,PG - Children,23,41,,25610,14444,1124666,,1437
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",Cheeky Angel,,TV,50,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,,,TMS Entertainment,Manga,,PG-13 - Teens 13 or older,1653,3426,,133,1595,9671,,1553
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",Video Girl Ai,,OVA,6,"Mar 27, 1992 to Aug 28, 1992",Unknown,,,Production I.G,Manga,,R+ - Mild Nudity,2725,3409,,107,627,13879,,472
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,,TV,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,,,Bones,Original,,PG-13 - Teens 13 or older,803,528,,5716,12930,135944,,11858
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",Unknown,,OVA,5,"Aug 25, 1999 to Nov 25, 2000",Unknown,,,Arms,Visual novel,,Rx - Hentai,Unknown,5518,,38,391,4406,,265
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",Unknown,,TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,,,Studio Deen,Visual novel,,PG-13 - Teens 13 or older,7783,3283,,35,1108,15177,,1630
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,,TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,,,Manglobe,Original,,R - 17+ (violence & profanity),105,86,,29414,59611,551621,,19921
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",Record of Lodoss War:Chronicles of the Heroic Knight,,TV,27,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,,,AIC,Novel,,PG-13 - Teens 13 or older,2951,3255,,117,1161,11810,,1143
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",Record of Lodoss War,,OVA,13,"Jun 30, 1990 to Nov 23, 1991",Unknown,,,Madhouse,Novel,,R - 17+ (violence & profanity),1904,2236,,487,2674,24276,,1566
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",R.O.D - Read or Die,,OVA,3,"May 23, 2001 to Feb 6, 2002",Unknown,,,Studio Deen,Light novel,,PG-13 - Teens 13 or older,1105,2075,,317,1121,39760,,597
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,,TV,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,,,J.C.Staff,Light novel,,PG-13 - Teens 13 or older,1410,1971,,423,2391,32941,,2575
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",Ranma ½,,TV,161,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,,,Studio Deen,Manga,,R+ - Mild Nudity,891,767,,3665,18777,97406,,17404
211,Pure Mail,6.26,Hentai,Unknown,,OVA,2,"Sep 25, 2001 to Dec 21, 2001",Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,7731,,14,177,1834,,122
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Unknown,,Movie,1,21-Jun-86,Unknown,,,APPP,Original,,PG-13 - Teens 13 or older,4200,4227,,104,303,8473,,142
213,Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",Welcome to Pia Carrot,,OVA,3,"Oct 24, 1997 to Apr 24, 1998",Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,7767,,5,156,1715,,139
214,Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",Welcome To Pia Carrot 2,,OVA,3,"Oct 23, 1998 to Apr 23, 1999",Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,8715,,4,99,1247,,100
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",Unknown,,OVA,6,"Dec 18, 1999 to Oct 25, 2000",Unknown,,,Unknown,Visual novel,,PG-13 - Teens 13 or older,6799,8682,,3,93,1224,,72
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Welcome to Pia Carrot! Sayaka's Love Story,,Movie,1,19-Oct-02,Unknown,,,Bones,Visual novel,,PG-13 - Teens 13 or older,8395,8347,,3,70,1498,,65
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",New Angel,,OVA,5,"Oct 21, 1994 to Nov 22, 1995",Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,8362,,13,192,1125,,141
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",Martian Successor Nadesico,,TV,26,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,,,Xebec,Original,,PG-13 - Teens 13 or older,1521,2424,,420,2293,20469,,1736
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Martian Successor Nadesico:The Prince of Darkness,,Movie,1,1-Aug-98,Unknown,,,Xebec,Original,,R - 17+ (violence & profanity),4595,4347,,33,243,9758,,115
220,Kuro no Danshou,5.76,"Hentai, Horror",Mystery of the Necronomicon,,OVA,4,"Oct 29, 1999 to Sep 25, 2000",Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,8552,,7,123,1163,,119
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",Unknown,,OVA,2,"May 25, 2000 to Jun 25, 2001",Unknown,,,Arms,Original,,Rx - Hentai,Unknown,3299,,93,753,16749,,324
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",Unknown,,TV,13,"Jan 4, 2004 to Mar 28, 2004",Winter 2004,,,Arms,Original,,R+ - Mild Nudity,5005,3924,,33,712,9251,,957
223,Dragon Ball,8,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball,,TV,153,"Feb 26, 1986 to Apr 12, 1989",Winter 1986,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,535,120,,13454,37544,600337,,23902
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",Dragon Ball GT,,TV,64,"Feb 7, 1996 to Nov 19, 1997",Winter 1996,,,Toei Animation,Manga,,PG-13 - Teens 13 or older,5974,262,,1878,9834,408494,,21120
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,,TV,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,,,Arms,Manga,,R+ - Mild Nudity,1382,49,,23830,36600,885356,,40191
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",FLCL,,OVA,6,"Apr 26, 2000 to Mar 16, 2001",Unknown,,,"Gainax, Production I.G",Original,,PG-13 - Teens 13 or older,505,171,,23432,21496,409775,,13319
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",Hell Girl,,TV,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,,,Studio Deen,Original,,R - 17+ (violence & profanity),1158,490,,3283,18697,128781,,17659
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",Ninja Nonsense,,TV,12,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,,,ufotable,Manga,,R - 17+ (violence & profanity),3939,2957,,142,1164,17164,,1967
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,,TV,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,,,Toei Animation,Manga,,R - 17+ (violence & profanity),3550,2829,,155,1618,17231,,3016
